,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview
10,2655,What Lies Beneath,2000-07-21,130,"Drama,Horror,Mystery,Thriller",100000000,291420351,6.4,1489,16.008,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on."
11,4247,Scary Movie,2000-07-07,88,Comedy,19000000,278019771,6.3,5715,136.665,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!"
12,4327,Charlie's Angels,2000-11-02,98,"Action,Adventure,Comedy,Crime,Thriller",92000000,264105545,5.8,3589,23.999,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination."
13,462,Erin Brockovich,2000-03-17,131,Drama,52000000,256271286,7.4,2559,19.235,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up."
14,9741,Unbreakable,2000-11-22,106,"Thriller,Drama,Mystery",75000000,248118121,7.1,7985,32.692,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass."
15,9679,Gone in Sixty Seconds,2000-06-09,118,"Action,Crime,Thriller",90000000,237202299,6.4,3675,27.81,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive."
16,7443,Chicken Run,2000-06-21,84,"Animation,Comedy,Family",45000000,224834564,6.7,4121,38.454,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom."
17,11678,Vertical Limit,2000-12-08,124,"Adventure,Action,Thriller",75000000,215663859,6.0,859,21.026,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives."
18,2024,The Patriot,2000-06-28,165,"Drama,History,War,Action",110000000,215294342,7.2,3234,27.327,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son."
19,146,卧虎藏龍,2000-07-06,120,"Adventure,Drama,Action,Romance",17000000,213525736,7.4,2627,14.27,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life."
20,1493,Miss Congeniality,2000-12-22,111,"Comedy,Crime,Action",45000000,212000000,6.5,3272,21.558,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey."
21,1900,Traffic,2000-03-23,147,"Thriller,Drama,Crime",48000000,207515725,7.1,1734,15.061,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle."
22,9383,Hollow Man,2000-08-04,112,"Action,Fiction,Thriller",95000000,190213455,5.9,2098,18.393,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous."
23,10481,102 Dalmatians,2000-10-07,100,"Family,Comedy",85000000,183611771,5.5,1155,16.177,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth - a parrot who thinks he's a Rottweiler - teams up with Oddball - an un-marked Dalmatian puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil."
24,9600,Big Momma's House,2000-05-31,98,"Crime,Comedy",30000000,173959438,5.8,1953,23.262,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito."
25,11688,The Emperor's New Groove,2000-12-15,78,"Adventure,Animation,Comedy,Family,Fantasy",100000000,169327687,7.5,5619,93.154,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership."
26,4234,Scream 3,2000-02-03,116,"Horror,Mystery",40000000,161834276,5.9,2651,31.782,"As bodies begin dropping around the set of ‘Stab 3’ — a movie sequel based on the gruesome Woodsboro killings — Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem."
27,392,Chocolat,2000-03-02,121,"Comedy,Drama,Romance",25000000,152500343,7.0,2857,12.802,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis."
28,2123,"Me, Myself & Irene",2000-06-22,116,Comedy,51000000,149270999,6.6,3208,36.179,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication."
29,1907,The Beach,2000-02-03,119,"Drama,Adventure,Romance,Thriller",40000000,144056873,6.5,3730,14.726,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it."
30,10637,Remember the Titans,2000-09-29,113,Drama,30000000,136706683,7.6,2193,22.343,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions."
31,5551,Space Cowboys,2000-08-04,130,"Action,Adventure,Thriller",65000000,128884132,6.4,1132,11.944,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth."
32,3536,U-571,2000-04-20,116,"War,Drama,Action,Thriller",62000000,127666415,6.4,971,19.148,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'."
33,5994,The Family Man,2000-12-12,125,"Comedy,Drama,Romance,Fantasy",60000000,124700000,6.7,1582,13.218,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves."
34,12107,Nutty Professor II: The Klumps,2000-07-27,106,"Fantasy,Comedy,Romance,Fiction",84000000,123307945,5.0,1094,10.286,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty."
35,9285,Road Trip,2000-05-19,93,"Comedy,Adventure",16000000,119754278,6.2,1570,20.122,"From the director of the Hangover trilogy and Joker, Road Trip is a raunchy college comedy classic.  After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade porn tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.  Featuring a talented cast that includes Breckin Meyer, Rachel Blanchard, Seann William Scott, Amy Smart, Fred Ward, Tom Green, Anthony Rapp, Andy Dick, and Ethan Suplee."
36,6282,Coyote Ugly,2000-07-30,100,"Comedy,Drama,Music,Romance",45000000,113916474,6.3,1749,16.11,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl."
37,9532,Final Destination,2000-03-17,98,Horror,23000000,112880294,6.6,4556,83.586,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
38,4244,The Kid,2000-07-07,104,"Fantasy,Comedy,Family",65000000,110317580,6.5,785,14.008,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become."
39,71,Billy Elliot,2000-09-28,110,"Drama,Comedy,Music",5000000,109280263,7.6,3296,17.085,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.
40,479,Shaft,2000-06-15,99,"Action,Adventure,Crime,Thriller",46000000,107626125,6.0,1043,17.513,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness."
41,2069,The Whole Nine Yards,2000-02-18,98,"Comedy,Crime",41300000,106371651,6.5,1528,17.872,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style."
42,8843,The Cell,2000-08-17,107,"Horror,Fiction,Thriller",33000000,104155843,6.3,1268,17.536,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.
43,16340,Rugrats in Paris: The Movie,2000-09-14,78,"Family,Animation,Adventure,Comedy",30000000,103291131,6.6,397,19.635,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love."
44,8452,The 6th Day,2000-11-17,123,"Fiction,Action,Mystery",82000000,96085477,5.9,1664,16.13,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson (Arnold Schwarzenegger) comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him."
45,2085,Romeo Must Die,2000-03-22,115,"Action,Crime,Thriller",25000000,91036760,6.2,955,19.732,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!"
46,1588,Bring It On,2000-08-25,98,Comedy,28000000,90449929,6.2,1443,28.183,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen."
47,1636,Bedazzled,2000-10-19,93,"Fantasy,Comedy,Romance",48000000,90383208,6.0,1508,38.154,"Elliot Richardson, a suicidal techno geek, is given seven wishes to turn his life around when he meets a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil puts her own little twist on each of his fantasies."
48,107,Snatch,2000-01-19,103,"Crime,Comedy",10000000,83557872,7.8,7555,26.936,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
49,11978,Men of Honor,2000-09-13,129,Drama,32000000,82343495,7.4,1846,37.948,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor."
50,711,Finding Forrester,2000-12-21,136,Drama,43000000,80049764,7.1,899,10.753,Gus Van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.
51,10501,The Road to El Dorado,2000-03-31,89,"Family,Adventure,Animation,Comedy,Fantasy",95000000,76432727,7.2,3219,50.41,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?"
52,8859,"Dude, Where's My Car?",2000-12-15,83,"Comedy,Fiction",13000000,73180723,5.5,1520,16.433,Two stoners wake up after a night of partying and cannot remember where they parked their car.
53,134,"O Brother, Where Art Thou?",2000-08-30,107,"Adventure,Comedy,Crime",26000000,71870729,7.3,3422,19.492,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'."
54,10479,Rules of Engagement,2000-04-07,128,"War,Action,Adventure,Drama,History",60000000,71000000,6.2,562,12.577,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.
55,10991,劇場版ポケットモンスター 結晶塔の帝王 エンテイ,2000-07-08,74,"Adventure,Fantasy,Animation,Action,Family",16000000,68411275,6.4,519,32.549,"When Molly Hale's sadness of her father's disappearance gets to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!"
56,10559,Frequency,2000-04-28,118,"Fiction,Thriller",31000000,68106245,7.2,1399,12.245,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time."
57,2332,Taxi 2,2000-03-25,82,"Action,Comedy",10500000,64400000,6.2,1443,27.683,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.
58,15489,Snow Day,2000-02-11,89,"Comedy,Family,Adventure",13000000,62464731,5.1,174,7.824,"When an entire town in upstate New York is closed down by an unexpected snowfall, a ""snow day"" begins when a group of elementary school kids, led by Natalie Brandston, try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. Meanwhile, Natalie's big brother Hal is using this day to try to win the affections of Claire Bonner, the most popular girl in his high school, while Hal and Natalie's father Tom, a TV meteorologist, faces off against a rival meteorologist for weather coverage of the day's events."
59,2067,Mission to Mars,2000-03-10,114,"Fiction,Thriller",90000000,60874615,6.0,1156,15.673,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate."
60,4967,Keeping the Faith,2000-04-14,127,"Comedy,Romance",30000000,59945183,6.1,510,6.134,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues."
61,10471,Next Friday,2000-01-12,98,Comedy,11000000,59827328,6.4,450,16.477,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison."
62,889,The Flintstones in Viva Rock Vegas,2000-04-28,90,"Comedy,Family,Romance",83000000,59468275,4.8,613,15.346,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?"
63,9678,Little Nicky,2000-11-10,90,"Comedy,Fantasy,Romance,Horror",85000000,58292295,5.9,1514,21.658,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell."
64,8584,Shanghai Noon,2000-05-26,110,"Adventure,Action,Comedy,Western",55000000,56932305,6.4,2122,22.472,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment."
65,10647,Pay It Forward,2000-10-20,122,Drama,40000000,55707411,7.3,1493,18.102,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded."
66,2787,Pitch Black,2000-02-18,108,"Thriller,Fiction,Action",23000000,53187659,6.8,3760,10.872,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light."
67,10385,Hanging Up,2000-02-16,94,"Drama,Comedy",60000000,51880044,5.2,143,9.802,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close."
68,11478,The Skulls,2000-03-31,106,"Crime,Drama,Thriller",15000000,50802120,5.7,475,8.323,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price."
69,10393,The Replacements,2000-08-11,118,Comedy,50000000,50054511,6.6,777,20.107,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot."
70,11531,Book of Shadows: Blair Witch 2,2000-10-27,90,"Mystery,Thriller,Horror",15000000,47737094,4.2,647,28.461,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened."
71,786,Almost Famous,2000-09-15,122,"Drama,Music",60000000,47386287,7.5,2223,17.457,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater."
72,243,High Fidelity,2000-03-17,113,"Comedy,Drama,Romance,Music",30000000,47126295,7.1,1617,12.192,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back."
73,10577,Dracula 2000,2000-12-22,99,"Thriller,Horror",28000000,47053625,5.1,529,16.13,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship."
74,15655,The Tigger Movie,2000-02-11,77,"Family,Animation,Comedy",30000000,45554533,6.5,470,15.451,"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives."
75,16,Dancer in the Dark,2000-06-30,141,"Drama,Crime",12800000,40031879,7.9,1447,11.619,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings."
76,77,Memento,2000-10-11,113,"Mystery,Thriller",9000000,39723096,8.2,12603,32.141,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why."
77,4958,The Legend of Bagger Vance,2000-11-02,126,"Drama,Fantasy",80000000,39459427,6.5,747,11.084,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance."
78,12212,Urban Legends: Final Cut,2000-09-22,97,"Horror,Mystery,Thriller",14000000,38574362,4.8,379,16.113,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect."
79,23618,The Original Kings of Comedy,2000-08-18,115,"Comedy,Documentary",13000000,38251106,6.3,45,4.119,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes."
80,10862,Bounce,2000-11-15,106,"Drama,Romance",35000000,36779296,5.7,337,7.514,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.
82,7450,Titan A.E.,2000-06-16,94,"Animation,Action,Fiction,Family,Adventure",75000000,36754634,6.6,885,17.843,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction."
83,2621,Return to Me,2000-04-07,115,"Romance,Comedy",24000000,36609995,6.7,331,8.471,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good."
84,17908,My Dog Skip,2000-01-12,95,"Comedy,Drama,Family",6000000,35547761,6.8,241,7.389,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris."
85,17711,The Adventures of Rocky & Bullwinkle,2000-06-30,88,"Family,Adventure,Animation,Comedy,Fantasy",76000000,35134820,4.1,309,8.354,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc."
